PU-Name,Latitude,Longitude,APC,LP,PDP,NNPP
"EGUARE, PRY. SCH./EGUARE II",6.518096,6.408163,44,72,27,2
"EGUARE, PRY. SCH./EGUARE II",6.518096,6.408163,52,56,14,2
IKI PRY. SCH./IKI- II,6.7368917,6.2132007,53,80,54,1
OGHAGBO PRY. SCHOOL/OGHAGBO I,6.7133457,6.1879196,42,42,19,1
OGHAGBO PRY. SCHOOL/OGHAGBO I,6.7133457,6.1879196,30,46,12,0
OGHAGBO PRY. SCHOOL/OGHAGBO I,6.7133457,6.1879196,68,158,11,0
IKIENWANLEN PRY SCH./IKIEWANLEN,6.7318291,6.1896201,99,62,20,1
IKIENWANLEN PRY SCH./IKIEWANLEN,6.7318291,6.1896201,54,91,15,2
EGUARE PRY. SCHOOL/EGUARE I,6.6459902,6.2364484,11,137,57,0
EGUARE PRY. SCHOOL/EGUARE I,6.6459902,6.2364484,39,55,85,1
EGUARE PRY. SCHOOL/EGUARE I,6.6459902,6.2364484,16,99,57,0
EGUARE PRY. SCHOOL/EGUARE I,6.6459902,6.2364484,43,98,58,0
EGUARE PRY. SCHOOL/EGUARE I,6.6459902,6.2364484,16,64,20,2
EGUARE PRY. SCHOOL/EGUARE I,6.6459902,6.2364484,34,79,26,1
UMENLEN PRY. SCH./UMENLEN EHOR EHONOR AND ENVIRONS II,6.6474911,6.237201,52,68,26,0
FORMER L.A. PRY. SCH. IDUMU-IYALA AND ENVIRONS,6.6475525,6.2372381,22,119,18,1
FORMER L.A. PRY. SCH. IDUMU-IYALA AND ENVIRONS,6.6475525,6.2372381,18,93,12,2
FORMER L.A. PRY. SCH. IDUMU-IYALA AND ENVIRONS,6.6475525,6.2372381,44,138,21,3
EBUDIN PRY. SCH./EBUDIN II,6.5905333,6.1717547,43,108,45,4
EBUDIN PRY. SCH./IGUIZI,6.5905333,6.1717547,52,121,34,2
UROMI- EGBELE PRY SCHOOL I,6.7279437,6.3151308,39,196,9,1
UROMI-EGBELE  PRIMARY SCHOOL II,6.7279707,6.3150981,25,218,3,0
UROMI-EGBELE  PRIMARY SCHOOL III,6.7279707,6.3150981,38,137,5,4
UROMI- AFUDA PRIMARY SCHOOL I,6.7313668,6.3242446,26,165,13,0
UROMI- AFUDA PRIMARY SCHOOL II,6.7313668,6.3242446,29,169,21,0
UROMI- AFUDA PRIMARY SCHOOL III,6.7313668,6.3242446,30,184,25,2
UROMI- UNUWAZI PRIMARY SCHOOL I,6.750199,6.319739,44,84,10,0
UROMI UNUWAZI PRIMARY SCHOOL II,6.7279707,6.3150981,45,59,4,1
UROMI-UTAKO PRIMARY SCHOOL I,6.7279707,6.3150981,32,205,47,2
UROMI-UTAKO PRIMARY SCHOOL I,6.7279707,6.3150981,32,87,52,0
UROMI-UTAKO PRIMARY SCHOOL I,6.7279707,6.3150981,32,103,26,0
UROMI-OBEIDU PRY SCHOOL II,6.7050174,6.3244477,36,110,28,3
UROMI-OBEIDU PRY SCHOOL III,6.7050174,6.3244477,20,79,9,0
UROMI-OBEIDU PRY SCHOOL III,6.7050174,6.3244477,19,98,4,7
UROMI - OBEIDU PRY SCHOOL V,6.7153641,6.3283117,25,82,12,2
UROMI - IVUE PRIMARY SCHOOL I,6.7050174,6.3244477,33,224,12,1
UROMI - IVUE PRIMARY SCHOOL II,6.7050174,6.3244477,35,142,4,0
UROMI - IVUE PRIMARY SCHOOL III,6.7050174,6.3244477,14,121,17,0
UROMI - IVUE PRIMARY SCHOOL III,6.7050174,6.3244477,29,104,13,1
UROMI-EROH PRIMARY SCHOOL I,6.7367989,6.303556,3,62,35,0
UROMI-EROH PRIMARY SCHOOL I,6.7367989,6.303556,16,151,5,0
UROMI-EROH PRIMARY SCHOOL I,6.7367989,6.303556,19,127,72,0
UROMI- ARUE PRIMARY SCHOOL I,6.7367989,6.303556,7,117,13,2
UROMI- ARUE PRIMARY SCHOOL II,6.7367989,6.303556,6,168,13,0
UROMI- ARUE PRIMARY SCHOOL III,6.7367989,6.303556,7,176,9,3
UROMI- UZENEMA PRIMARY SCHOOL I,6.7367989,6.303556,11,74,23,1
UROMI- UZENEMA PRIMARY SCHOOL II,6.7367989,6.303556,9,78,13,1
UROMI- UZENEMA PRIMARY SCHOOL III,6.7367989,6.303556,6,70,26,1
UROMI- UZENEMA PRIMARY SCHOOL IV,6.7367989,6.303556,3,62,35,0
UROMI-EGUARE PRIMARY SCHOOL,6.7153641,6.3283117,13,141,3,3
UROMI- OKPUJIE PRIMARY SCHOOL I,6.7153641,6.3283117,13,112,7,1
UROMI- OKPUJIE PRIMARY SCHOOL III,6.7153641,6.3283117,7,117,13,2
UROM- OKPUJIE PRIMARY SCHOOL IV,6.7153641,6.3283117,10,190,9,2
UROMI- OKPUJIE PRIMARY SCHOOL V,6.7153641,6.3283117,13,156,3,4
UROM- OKPUJIE PRIMARY SCHOOL VI,6.7153641,6.3283117,8,100,4,0
UROMI-OPEN SPACE I,6.7368607,6.2754349,21,121,8,0
UROMI-OPEN SPACE II,6.7139748,6.3279244,39,120,7,0
UROMI-OPEN SPACE III,6.7368607,6.2754349,13,144,5,0
UROMI-OPEN SPACE III,6.7368607,6.2754349,27,176,11,0
UROMI-OPEN SPACE V,6.7368607,6.2754349,20,170,6,1
UROMI-OPEN SPACE VI,6.7368607,6.2754349,10,90,2,0
UROMI-UROMI GIRL'S PRIMARY SCHOOL I,6.7146089,6.3230657,24,172,17,3
UROMI-UROMI GIRL'S PRIMARY SCHOOL II,6.7146089,6.3230657,18,119,10,1
UROMI-UROMI GIRL'S PRIMARY SCHOOL III,6.7146089,6.3230657,20,160,7,1
UROMI-UROMI GIRL'S PRIMARY SCHOOL III,6.7146089,6.3230657,19,120,10,3
UROMI-(IDUMU-OKOJIE) / UROMI GIRL'S PRIMARY,6.6996735,6.3397458,29,169,21,0
UROMI- (UWALOR -OKE  / IGBO) UROMI GIRL'S PRY. SCH. (UWALOR - OKE / IGBO) I,7.1710185,4.7225793,23,124,12,3
UROMI-(UWALOR - OKE / IGBO)UROMI GIRL'S PRY. SCH. (UWALOR - OKE / IGBO) II,6.7096556,6.3332767,36,220,4,0
UROMI-(EWOYI) UROMI GIRL'S PRIMARY SCH.,6.7054832,6.3131593,16,113,6,0
UZEA- IDINEGBON PRIMARY SCHOOL I,6.865795,6.449115,41,89,7,2
UZEA- IDINEGBON PRIMARY SCHOOL II,6.865795,6.449115,6,138,8,1
UZEA-EWOIKI PRIMARY SCHOOL I,6.8396541,6.5065371,30,35,43,2
UZEA-OLINLIN PRIMAY SCHOOL II,6.812769,6.4101169,24,44,6,0
UZEA-OLINLIN PRIMAY SCHOOL III,6.812769,6.4101169,22,46,8,0
UZEA-OLINLIN PRIMAY SCHOOL IV,6.812769,6.4101169,12,52,6,1
UZEA-OLINLIN PRIMAY SCHOOL V,6.812769,6.4101169,6,48,10,0
UZEA-EBULEN PRY SCHOOL,6.812769,6.4101169,63,101,13,0
UZEA - COURT HALL (EKO-IGENE),6.64205,6.38973,18,109,13,0
UZEA-UROH PRIMARY SCHOOL I,6.7994239,6.43002,8,177,9,1
UZEA-UROH PRIMARY SCHOOL II,6.7994239,6.43002,2,63,16,0
UZEA-UROH PRIMARY SCHOOL III,6.7994239,6.43002,4,121,17,3
UROMI-ONEWA PRIMARY SCHOOL I,6.6925947,6.3300584,11,163,18,1
UROMI-ONEWA PRIMARY SCHOOL II,6.6925947,6.3300584,14,130,14,0
UROMI-IRUELE PRIMARY SCHOOL,6.7255367,6.3790419,23,198,15,2
UROMI - AWO PRIMARY SCHOOL I,6.7266945,6.3731384,5,205,8,3
UROMI - AWO PRIMARY SCHOOL II,6.7220315,6.3178336,19,163,15,0
UROMI-UKONI PRIMARY SCHOOL I,6.7153641,6.3283117,18,195,12,0
UROMI-UKONI PRIMARY SCHOOL II,6.7153641,6.3283117,13,209,6,0
UROMI-UKONI PRIMARY SCHOOL III,6.7153641,6.3283117,22,169,11,2
UROMI-UKONI PRIMARY SCHOOL IV,6.7153641,6.3283117,45,178,16,0
UROMI- AMEDOKHIAN PRIMARY SCHOOL I,6.7399665,6.375799,20,185,16,1
UROMI- AMEDOKHIAN PRIMARY SCHOOL II,6.7153641,6.3283117,21,137,13,3
UROMI- AMEDOKHIAN PRIMARY SCHOOL III,6.7153641,6.3283117,17,207,7,0
UROMI- AMEDOKHIAN PRIMARY SCHOOL IV,6.7050174,6.3244477,21,201,16,1
UROMI-IKEKEN PRIMARY SCHOOL,6.7142605,6.3637438,15,179,26,0
EFANDION -OLD ONIHA PRIMARY SCHOOL,6.6925947,6.3300584,10,216,18,0
EFANDION - ID. AGUE PRIMARY SCHOOL I,6.6987821,6.3359425,16,142,11,0
EFANDION - ID. AGUE PRIMARY SCHOOL II,6.702573,6.3408983,24,136,19,0
EFANDION-ID OBODO PRIMARY SCHOOL I,6.700972,6.3401805,32,139,54,4
EFANDION-ID OBODO PRIMARY SCHOOL II,6.702573,6.3408983,18,111,54,0
EFANDION-ATANI PRIMARY SCHOOL,6.6884548,6.3479005,24,173,45,4
UWALOR-ID EGBIREMONLEN PRIMARY SCHOOL I,6.6992331,6.3072815,21,122,8,3
UWALOR-ID EGBIREMONLEN PRIMARY SCHOOL II,6.7330033,6.3016174,24,145,13,0
UWALOR- EWOYI PRIAMARY SCHOOL I,6.6810024,6.3208003,13,180,20,3
EWOYI - EWOYI PRIMARY SCHOOL II,6.7054832,6.3131593,16,145,17,0
EWOY - EWOYI PRIMARY SCHOOL III,6.707477,6.3159615,34,169,31,5
EWOY - EWOYI PRIMARY SCHOOL IV,6.7050174,6.3244477,21,123,8,4
EWOYI- A FUDA PRIMARY SCHOOL V,6.7080564,6.3129295,8,31,3,0
EWOYI - AFUDA PRIMARY SCHOOL VI,6.7087831,6.3130587,12,160,13,3
EWOYI - AFUDA PRIMARY SCHOOL VII,6.7087831,6.3130587,17,130,6,1
EWOYI - EWOYI PRIMARY SCHOOL VIII,6.7054832,6.3131593,17,93,42,1
EWOYI - EWOYI PRIMARY SCHOOL IX,6.7054832,6.3131593,15,158,14,2
UBIERUMU-ID NAMA PRIMARY SCHOOL I,6.6791516,6.2899659,17,132,10,0
UBIERUMU- UBIERUMU - UWA PRY. SCHOOL,6.7153641,6.3283117,6,170,23,0
UBIEUMU - IDUMOZA PRIMARY SCHOOL I,6.7104041,6.2934,18,153,14,0
UBIERUMU - IDUMOZA PRIMARY SCHOOL II,6.7153641,6.3283117,37,148,11,0
UBIERUMU-IDUMOZA PRIMARY SCHOOL III,6.7153641,6.3283117,34,91,36,0
UBIERUMU - EKO- IBADIN PRIMARY SCHOOL,6.641855,6.2811657,11,75,9,1
OHAEKPEN/OMHEN/OLENOKHUA-EGUARE P/S I,6.4988421,6.3308692,29,101,7,0
"OGBE/ID OGHO-ID,  OGBE PRIMARY SCHOOL",6.5084856,6.3142071,81,115,11,0
IDIRIO - IDIRIO P/SCH.,6.5084856,6.3142071,108,57,21,3
ID. AGHO I- OKAIGBEN P/SCHOOL,6.516116,6.3126,53,83,35,3
ID. AGHO II -  OKAIGBEN P/SCH.,6.516116,6.3126,58,99,12,0
ISELU QRTS/IKEMHEN/UHIE OLOGHE P/SCHOOL,6.5084856,6.3142071,35,49,39,0
EHO/AKHA/OLOGHE-OLOGHE P/SCHOOL,6.5084856,6.3142071,55,61,36,1
OPEN SPACE UGUOKHA PRIMARY SCHOOL ,6.4323627,6.3438785,0,54,10,0
IDUMOBOH-OKAIGBEN SECONDARY SCHOOL,6.4741269,6.3482559,56,52,7,0
IDUMIJIE - IDUMIJIE PRIMARY SCHOOL I,6.4323627,6.3438785,69,110,6,5
OZOGUA/ID. OLIHA OGHU PRIMARY SCHOOL I,6.5284593,6.2907139,58,107,60,0
IZUMEN/ID.ISABA/IKHEKHE - EDO LIB. BUILDING,6.64205,6.38973,133,30,68,0
ID. AGBOR I/II - ID AGBOR PRIMARY SCHOOL,6.5020475,6.3148222,84,51,36,0
OKEDE OMON I / II-OKEDE PRIMARY SCHOOL,6.5084856,6.3142071,65,50,48,0
OKEDE UDOH- OKEDE PRIMARY SCHOOL,6.5084856,6.3142071,39,81,41,1
ODEDEGHE/IKEKEN/ AZAGBA / IKEKEN PRI. SCH.,6.5084856,6.3142071,19,86,101,2
ID. IKEPIDEN/IKEKEN/ID.UGBOKA/IKEKE II-IKEKEN P/S,6.5084856,6.3142071,25,150,122,1
ID.OGHE/ID. EDOHE/ID.EIKEN/ID.EGHE-AGADADA SEC.SCHOOL I,6.5284593,6.2907139,71,103,68,0
ID. OGHE/ID.EDOHE/ID.EIKEN/ID.EGHE-AGADADA SEC. SCHOOL II,6.5284593,6.2907139,52,128,38,0
EGUARE/IDUMIJIE-EGUARE P/SCHOOL,6.5084856,6.3142071,42,122,36,0
IDINSELU/IDINEGBON-EGUARE PRI/SCHOOL I,6.524192,6.356582,9,94,25,0
IDINSELU/IDINEGBON - EGUARE PRI. SCHOOL II,6.524192,6.356582,28,70,63,0
IDUMU-IYASELE/ID. UROMI-ID. IYASELE PRI. SCHOOL I,6.529178,6.343082,19,116,65,2
UWABHURU/ABHURU/KWALE CAMP-ABHURU PR.SCH,6.5084856,6.3142071,38,77,81,0
IDINWE I/II - IDINWE PRI. SCHOOL,6.524192,6.356582,29,108,31,0
ID. AGBOR/OGBOKPA-ID AGBOR PRI. SCHOOL,6.522346,6.356444,11,147,17,1
EGUA-OLIHA I/EGUA  II/IDUMOBO/UHOMOEBHO- UHOMOEBHO PRIMARY SCHOOL,6.502546,6.365225,53,84,54,1
OKPO/IKHEKHE - UHOMOEBHO PRIMARY SCHOOL,6.5084856,6.3142071,38,78,38,0
IDUMAN/ID. EKA - EWATTO GRAMM. SCHOOL,6.64205,6.38973,48,106,18,0
OZENYEN I/II AND III- FORMER NOD SCHOOL,6.5282303,6.4116785,29,48,58,0
ID. OKUN/IBHIEDU/ID. OTIE I/II - IBHIEDU PRI. SCH. I,6.5274267,6.4105548,23,77,23,0
EKO-INYEDILEN/UGBOLO-INYENLEN PRI. SCHOOL I,6.5065688,6.5719161,9,39,26,0
IBHIO/EKE/OBODOGUN/EKO - OJIEMUEHIN / OBODIGBO-EMUNEKHUA PRI. SCHOOL I,6.5056803,6.4718973,52,107,88,1
EGUARE I/II - EGUARE PRI. SCHOOL,6.518096,6.408163,31,12,31,0
ID.OGBE/INEMEN/AKHIOMEN UGUN/OBOLO-USOLO PRI. SCHOOL,6.5486546,6.4338027,57,82,15,0
ID-OSE/ODOGBE/OKEDE I/II - IBHIADA PRI. SCHOOL I,6.6341831,5.9304056,50,86,8,0
EGUARE - OKHUESAN- FORMER L.A. SCHOOL    II,6.518096,6.408163,14,57,27,0
ID. OGUA/ID.ISO-IKEKEN PRI. SCHOOL I,6.627608,6.470309,11,110,25,1
"EGUARE, IKOGBE I/II - CENTRAL PRIMARY SCHOOL",6.516169,6.35536,23,154,22,2
MAIN EGUARE- CENTRAL PRIMARY SCHOOL,6.7220315,6.3178336,23,162,17,1
"EGUARE, IKOGBE I/II - CENTRAL PRI. SCHOOL MAIN EGUARE",6.518096,6.408163,24,116,8,0
MAIN EGUARE II/UKPOLE- CENTRAL PRI. SCHOOL,6.6138055,6.4037556,36,139,7,0
EGUARE I/II - CENTRAL PRI. SCHOOL,6.518096,6.408163,35,155,5,0
"GRA, - COUNCIL HALL, GRA",6.64205,6.38973,41,144,35,2
MAIN EBHURU I/II/COMM AVENUE/-EDO LIB BUILDING I,6.6548518,6.375799,32,117,17,2
UKOHA/ORHUEN- ORHUEN PRIMARY SCHOOL,6.6138055,6.4037556,32,132,36,2
OGBENI I/II -OBIAZA GIRL'S SCHOOL I,6.6504327,6.3706441,83,123,10,0
OYOMON I/II - SACRED HEART DEM. SCHOOL I,6.7128795,6.3344708,50,131,52,0
ID. OWEME/ID.OGBEBOR/IGUISI/ID EHAN/ID OSODIN - OGHENYEN PRIMARY SCHOOL I,6.6282846,6.4593569,50,149,16,0
ID. OWEME/ID.OGBEBOR/IGUISI/ID. EHAN/ID. OSODIN OGHENYEN PRIMARY SCHOOL II,6.6282846,6.4593569,46,131,40,0
ID. OGHU/UHE/ID. EBON OGHEYEN PRIMARY SCHOOL I,6.6589375,6.3907258,57,124,13,1
ID. OGHU/UHE/ID. EBON OGHEYEN PRIMARY SCHOOL II,6.6282846,6.4593569,63,191,9,1
"ID. OHANLEN/HAUSA QRTS/UKPAJA, UKPAJA PRIMARY SCHOOL I",6.6508217,6.3985024,6,136,14,0
"ID. OHANLEN/HAUSA QRTS/UKPAJA,  UKPAJA PRI MARY SCHOOL II",6.6508217,6.3985024,23,123,3,0
"UKHUAN LEN,  UKHUANLEN PRIMARY SCHOOL",6.5282303,6.4116785,9,75,42,0
"AHIA , AHIA PRIMARY SCHOOL I",6.6455077,6.4538664,25,84,16,0
"AHIA,  AHIA PRIMARY SCHOOL II",6.6455077,6.4538664,28,114,3,0
"EKO-OGHENYEN, EKO-OGHENYEN PRIMARY SCHOOL",6.6282846,6.4593569,14,77,1,0
"EKO-OBEKOR,  EKO-OBEKOR PRIMARY SCHOOL",6.6282846,6.4593569,11,25,0,0
"EGUARE/IGOH/UHOLE,  ORIA PRIMARY SCHOOL",6.678733,6.508928,17,77,67,2
"OGBOKPA I AND II,  ORIA PRIMARY SCHOOL",6.678733,6.508928,35,56,25,1
OMAKUN/ASIN/ALFRED OKOYOMON/UGBOHA CAMPS/EKO-ORIA PRIMARY SCHOOL,6.6282846,6.4593569,33,35,55,0
"EGUARE ONOGHOLO/ID. OSOGBO/ID. EWELE/IBO CAMPS, ONOGHOLO PRIMARY SCHOOL I",6.5282303,6.4116785,45,75,56,0
"EGUARE ONOGHOLO/ID. OSOGBO/ID. EWELE/IBO CAMPS,  ONOGHOLO PRIMARY SCHOOL II",6.5282303,6.4116785,20,98,66,0
IDIEKE/EFUEFE/OCHECHE/AJAM UROH PRIMARY SCHOOL I,6.5529855,6.6092929,22,40,39,0
ATOWO SHADE OPPOSITE ELDER MAIL,6.64205,6.38973,17,26,0,0
ESAN QRTS I AND II/OZIGONO OLD COURT HALL,6.64205,6.38973,0,0,0,0
"ESAN QRTS I AND II,  NIGER BANK PRIMARY SCHOOL I",6.6652044,6.6309948,68,28,60,0
"EGUARE NONKHUA/EGUARE NONKOTOR,  OLD LA. SCH. EGUARE I",6.7460956,6.4680564,68,43,127,0
IDUMU ABEKHAE/ID.ENEMAN IZENEBI/AFUDA/ID. OSO/ID.IHAZA EMAUDO PRIMARY SCHOOL I,6.7406274,6.4611701,78,53,62,1
OHUMEDE/ID. ANENI/UKBOKE EGBENE/UION ST. FRANCIS CATHOLIC SCHOOL I,6.749264,6.466326,40,169,34,0
"ODAGBOR/OYOMON,  OLD L.A. SCHOOL",6.7413809,6.4721598,15,102,5,1
"AKUBOR ESOGBA,  OLD L.A. SCHOOL",6.7380037,6.4648264,19,95,21,1
"AMALO/ANEMENE/EKO-ODOMU, AMAL PRIMARY SCHOOL",6.7534307,6.4604759,24,17,35,3
"ABUGHO/ID.OLOGHO/ID.OKE/IDEGUN,  UZOGBON PRIMARY SCHOOL I",6.7534307,6.4604759,41,99,45,3
ID. ESAN/EGHE/EMULE/ID NEKA/EKO-OGBEIDE MAIN OTOKHIMHIN PRY. SCHOOL I,6.756502,6.460375,29,221,1,1
OGWA - UKPOGO PRIMARY SCHOOL I,6.5129074,6.1948138,0,0,0,0
OGWA - UKPOGO PRIMARY SCHOOL I,6.5129074,6.1948138,0,0,0,0
OGWA - UGHE SQUARE,6.5119719,6.2004163,7,181,3,1
OGWA - APOSTOLIC SCHOOL,6.5119719,6.2004163,45,67,19,0
OGWA - EGUARE PRIMARY SCHOOL I,6.5049937,6.2102054,18,52,16,1
OGWA- UPPER - IZOGEN II,6.5707636,6.1496332,5,50,11,0
OGWA - COURT HALL,6.5119719,6.2004163,18,82,53,0
UJIOGBA - UJIOGBA SEC. SECHOOL,6.524527,6.1384299,33,18,110,0
UJIOGBA - EGUARE PRIMARY SCHOOL I,6.5281881,6.1478331,38,52,50,0
UJIOGBA - EGUARE PRIMARY SCHOOL II,6.5281881,6.1478331,0,0,0,0
UJIOGBA - UKPATO PRIMARY SCHOOL I,6.524527,6.1384299,27,58,23,1
UJIOGBA - UKPATO PRIMARY SCHOOL II,6.5281881,6.1478331,23,36,26,1
UJIOGBA - ID OBOH UNIOGBA  I,6.524527,6.1384299,35,16,45,0
UJIOGBA - ID OBOH UNIOGBA  II,6.524527,6.1384299,25,39,18,0
UJIOGBA - OAKHINA CAMP,6.5198021,6.1314928,17,20,48,2
UJIOGBA - EBUTTE (UJIOGBA),6.5004288,6.126883,13,21,23,0
IDOA-IDOA PRIMARY SCHOOL,6.811431,6.223173,24,90,30,0
UKHUN - UKHUN PRIMARY SCHOOL,6.805295,6.1760665,12,141,12,0
UKHUN - FARM SETTLEMENT,6.819386,6.139432,12,74,8,3
EGORO- EGORO NAOKA PRIMARY SCHOOL I,6.7858401,6.1208926,37,170,13,17
EGORO - EGORO NAOKA PRIMARY SCHOOL II,6.7858401,6.1208926,25,113,14,0
EGORO -EGUARE PRIMARY SCHOOL I,6.772619,6.079253,74,82,46,1
EGORO - AMEDE PRIMARY SCHOOL II,6.7549525,6.0521968,17,144,30,2
EGORO - IKHIDUE HALL,6.756623,6.088741,45,144,13,2
EGORO - ORE EDE-OLE,6.779262,6.06433,17,83,2,1
EKPOMA - EMIALA PRIMARY SCHOOL I,6.7589998,6.1367935,11,171,5,2
EKPOMA - EMIALA PRIMARY SCHOOL II,6.748264,6.1365315,18,144,8,3
EKPOMA - EMIALA PRIMARY SCHOOL III,6.748264,6.1365315,24,120,16,2
EKPOMA EGUARE PRIMARY SCHOOL I,6.7589998,6.1367935,16,180,8,0
EKPOMA EGUARE PRIMARY SCHOOL II,6.7589998,6.1367935,24,220,1,4
EKPOMA EGUARE PRIMARY SCHOOL IV,6.7589998,6.1367935,13,135,15,0
EKPOMA - UWENDOVA PRIMARY SCHOOL I,6.748264,6.1365315,17,177,1,1
EKPOMA - SCHOOL OF AGRIC,6.7384194,6.0810714,5,167,7,2
EKPOMA - EMAUDO PRIMARY SCHOOL I,6.7482673,6.1365144,11,140,10,2
EKPOMA- EMAUDO PRIMARY SCHOL II,6.748264,6.1365315,22,157,17,1
EKPOMA - EMAUDO PRIMARY SCHOOL III,6.748264,6.1365315,17,105,20,2
IHUMUDUMU - IHUMUDUMU PRIMARY SCHOOL I,6.745997,6.109623,14,162,20,3
IHUMUDUMU -  IHUMUDUMU PRIMARY SCHOOL II,6.746008,6.109631,9,100,31,3
IHUMUDUMU -  IHUMUDUMU PRIMARY SCHOOL III,6.746008,6.109634,18,140,44,2
UKE - UKE PRIMARY SCHOOL,6.738225,6.0944003,38,146,5,0
IDUMEBO - IDUMEBO PRIMARY SCHOOL I,6.7549525,6.0521968,19,92,13,1
IDUMEBO - IDUMEBO PRIMARY SCHOOL II,6.7549525,6.0521968,20,129,19,1
UJEME - UJEME PRIMARY SCHOOL I,6.751149,6.083207,15,158,5,0
UJEME - UJEME PRIMARY SCHOOL III,6.75114,6.083206,12,134,7,0
UJEME - UJEME PRIMARY SCHOOL IV,6.751141,6.083211,28,157,6,0
IRUEKPEN - ABIA PRIMARY SCHOOL II,6.7440109,6.0573302,42,132,20,2
IRUEKPEN- CENTRAL PRIMARY SCHOOL II,6.6898534,6.1314928,1,22,23,0
IRUEKPEN- CENTRAL PRIMARY SCHOOL III,6.7440109,6.0573302,12,65,18,0
IRUEKPEN - OGBOMOIDE PRIMARY SCHOOL I,6.7440109,6.0573302,6,36,1,0
IRUEKPEN - OGBOMOIDE PRIMARY SCHOOL II,6.7440109,6.0573302,2,27,11,0
IRUEKPEN - UGHODIN PRIMARY SCHOOL I,6.7440109,6.0573302,22,83,54,0
IRUEKPEN - UGHODIN PRIMARY SCHOOL II,6.7440109,6.0573302,29,77,13,2
IRUEKPEN - IRUEKPEN GRAM. SCHOOL I,6.7621602,6.0490039,18,124,42,0
IRUEKPEN - IRUEKPEN GRAM. SCHOOL II,6.7621602,6.0490039,28,89,28,0
IRUEKPEN - IRUEKPEN GRAM. SCHOOL III,6.7621602,6.0490039,28,95,30,2
EMUHI - EMUHI PRIMARY SCHOOL,6.6854377,6.1054098,36,51,16,3
EMUHI - UVUE TOWN HALL I,6.6854377,6.1054098,35,32,55,0
EMUHI - UVUETOWN HALL II,6.6854377,6.1054098,34,36,40,1
IGOR - IGOR PRIMARY SCHOOL,6.6878662,6.1040024,18,123,8,0
EMUHI - UDO-EKI PRIMARY SCHOOL,6.6831115,6.098539,59,63,23,0
EMUHI - IDUMUNEGBON TOWN HALL,6.7569369,6.1360916,22,94,34,2
UKPENU - UKPENU PRIMARY SCHOOL II,6.7315093,6.1249575,14,142,3,2
UKPENU - UKPENU PRIMARY SCHOOL III,6.7315093,6.1249575,11,170,11,3
UKPENU - UKPENU TOWN HALL,6.6796054,6.0996978,3,287,2,0
UKPENU - COSMOPOLITAN SCHOOL,6.7315093,6.1249575,18,143,2,2
UKPENU -UKPENU ESE TOWN HALL II,6.7404841,6.134072,9,127,8,0
UJOELEN - UJOELEN PRIMARY SCHOOL I,6.7429197,6.1192517,11,165,10,2
UJOELEN - UJOELEN PRIMARY SCHOOL II,6.7429197,6.1192517,18,161,10,1
UJOELEN - UGHA SQUARE (UKE. JUN.),6.7372784,6.1150181,0,0,0,0
UROHI - EGUARE PRIMARY SCHOOL I,6.6222649,6.1045,17,127,11,1
UROHI - EGUARE PRIMARY SCHOOL II,6.6222649,6.1045,36,111,9,0
UROHI - EBHOKHURE HALL,6.602104,6.0972552,9,107,15,0
UROHI - OHOGHO PRIMARY SCHOOL,6.594419,6.0919099,14,97,11,0
UROHI - EKO - OMIGIE PRIMARY SCHOOL,6.634753,6.113023,3,26,14,0
UROHI - OKENUWA PRIMARY SCHOOL,6.569208,6.111209,4,35,11,0
UROHI - UROHI PRIMARY SCHOOL,6.6222649,6.1045,21,100,5,0
"EBHOAKHUALE, EBHOKHU - EBHOAKUALE PRIMARY SCHOOL",6.7315093,6.1249575,23,163,4,1
UHIELE -UHIELE GRAM. SCHOOL I,6.7175568,6.1572554,55,153,8,0
UHIELE -UHIELE GAM. SCHOOL II,6.717297,6.156604,66,86,18,0
UHIEL - UHIELE P/S EBHODIZA,6.711472,6.153608,48,120,15,3
UHIELE - UKPOKE PRIMARY SCHOOL,6.707633,6.148003,14,156,28,0
UHIELE - IDUMIGUN PRIMARY SCHOOL,6.7315093,6.1249575,11,116,13,2
UHIELE - IDUMIGUN TOWN HALL I,6.706999,6.141186,8,108,5,1
UHIELE - IDUMIGUN TOWN HALL II,6.7569369,6.1360916,46,120,22,0
UHIELE -IKHIRO TOWN HALL,6.7150467,6.1352688,12,131,16,0
UHIELE - EBHOAKHUALE PRIMARY SCHOOL,6.7315093,6.1249575,27,299,7,0
ILLEH -ILLEH PRIMARY SCHOOL,6.1940192,5.6374874,39,201,13,0
ILLEH - IMULE PRIMARY SCHOOL I,6.7583305,6.1898262,21,94,12,0
ILLEH - IMULE PRIMARY SCHOOL III,6.7583305,6.1898262,12,91,27,2
ILLEH - IDIAMIAKUN TOWN HALL,6.7611425,6.2073987,38,120,5,1
ILLEH - UKHIODO TOWN HALL II,6.64205,6.38973,23,122,16,0
ILLEH - ILLEH PRIMARY SCHOOL,6.7583305,6.1898262,52,121,18,1
EKO INE EHALEN - EKO INE TOWN HALL,6.7627346,6.2375287,10,101,4,0
EKO INE EHALEN - EKO INE TOWN HALL,6.7627346,6.2375287,143,79,66,0
"ST JOHN'S G/S,  IVIAVAI -II",7.0794858,6.5249759,0,0,0,0
"COURT HALL, OLOMOGHE",7.0794858,6.5249759,66,110,58,0
"COURT HALL,  IVIOROMA",7.0805304,6.5080369,81,34,118,0
